,/Users/pslive1/Documents/Walk_Projext/BDL004_Goose_EyeTracking_Walk/BDL004_Goose_EyeTracking_Walk.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,ToCut,all_classes,fixation_classes
1339,BDL004_Goose_EyeTracking_Walk.mov,1341,fixation,21369,713233.3333,713333.3333,100.0,713165.0,11:53.2,161.61,324.87,36,56,,pavement pavement plant_horizontal plant_vertical,plant_vertical
1340,BDL004_Goose_EyeTracking_Walk.mov,1342,fixation,21392,713935.0,714135.0,200.0,713933.3333,11:54.0,186.47,215.01,88,87,,pavement plant_horizontal,pavement
1341,BDL004_Goose_EyeTracking_Walk.mov,1343,fixation,21407,714135.0,714936.6667,801.666667,714433.3333,11:54.5,175.96,266.24,99,104,,building building building pavement plant_horizontal plant_horizontal plant_vertical,pavement
1342,BDL004_Goose_EyeTracking_Walk.mov,1344,fixation,21424,715036.6667,715170.0,133.333333,715001.6667,11:55.1,165.99,313.14,96,93,,building pavement person plant_vertical,building person
1343,BDL004_Goose_EyeTracking_Walk.mov,1345,fixation,21451,715736.6667,716271.6667,535.0,715903.3333,11:56.0,253.98,345.38,83,78,,building plant_horizontal plant_vertical sky,plant_vertical plant_horizontal
1344,BDL004_Goose_EyeTracking_Walk.mov,1346,fixation,21463,716305.0,716538.3333,233.333333,716303.3333,11:56.4,165.59,311.6,69,63,,pavement plant_horizontal,
1345,BDL004_Goose_EyeTracking_Walk.mov,1347,fixation,21484,717038.3333,717171.6667,133.333333,717003.3333,11:57.1,186.91,343.0,63,52,,building building building building pavement plant_vertical plant_vertical plant_vertical sky,
1346,BDL004_Goose_EyeTracking_Walk.mov,1348,fixation,21497,717440.0,717640.0,200.0,717438.3333,11:57.5,186.5,398.47,76,76,,building building pavement plant_vertical plant_vertical,pavement
1347,BDL004_Goose_EyeTracking_Walk.mov,1349,fixation,21514,718040.0,718173.3333,133.333333,718005.0,11:58.1,138.85,384.66,43,50,,building pavement plant_vertical plant_vertical sky,pavement
1348,BDL004_Goose_EyeTracking_Walk.mov,1350,fixation,21523,718340.0,718508.3333,168.333333,718305.0,11:58.4,83.43,104.12,42,48,,building pavement plant_horizontal plant_vertical plant_vertical sky,
1349,BDL004_Goose_EyeTracking_Walk.mov,1351,fixation,21540,718941.6667,719041.6667,100.0,718873.3333,11:58.9,10.95,221.84,49,47,,building building pavement pavement plant_horizontal plant_horizontal plant_vertical,building
1350,BDL004_Goose_EyeTracking_Walk.mov,1352,fixation,21556,719441.6667,719575.0,133.333333,719406.6667,11:59.5,156.94,220.52,53,50,,building building car pavement pavement person person person plant_horizontal plant_vertical plant_vertical pole sky,
1351,BDL004_Goose_EyeTracking_Walk.mov,1353,fixation,21572,719910.0,720210.0,300.0,719941.6667,12:00.0,160.16,18.72,34,50,,building pavement pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky,sky
1352,BDL004_Goose_EyeTracking_Walk.mov,1354,fixation,21591,720543.3333,720810.0,266.666667,720575.0,12:00.6,170.03,225.0,47,47,,bench_chair building building car pavement plant_horizontal plant_vertical plant_vertical,pavement
1353,BDL004_Goose_EyeTracking_Walk.mov,1355,fixation,21602,720843.3333,721278.3333,435.0,720941.6667,12:01.0,114.68,243.96,51,49,,bench_chair building building pavement plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,pavement
1354,BDL004_Goose_EyeTracking_Walk.mov,1356,fixation,21619,721411.6667,721845.0,433.333333,721510.0,12:01.6,188.66,319.85,37,41,,bench_chair building building pavement pavement plant_vertical plant_vertical plant_vertical plant_vertical sky,pavement pavement
1355,BDL004_Goose_EyeTracking_Walk.mov,1357,fixation,21637,722145.0,722311.6667,166.666667,722110.0,12:02.2,314.43,282.3,49,42,,bench_chair building building car pavement plant_horizontal plant_vertical pole sky,pavement
1356,BDL004_Goose_EyeTracking_Walk.mov,1358,fixation,21645,722413.3333,722580.0,166.666667,722378.3333,12:02.4,253.55,289.36,51,47,,building building building car pavement plant_vertical plant_vertical pole sky,
1357,BDL004_Goose_EyeTracking_Walk.mov,1359,fixation,21651,722580.0,722813.3333,233.333333,722578.3333,12:02.6,217.67,300.57,57,53,,building building building building car pavement plant_vertical plant_vertical plant_vertical pole sky,
1358,BDL004_Goose_EyeTracking_Walk.mov,1360,fixation,21663,722980.0,723180.0,200.0,722978.3333,12:03.0,175.68,247.01,44,43,,building building building car pavement plant_vertical plant_vertical plant_vertical pole pole sky,plant_vertical plant_vertical
1359,BDL004_Goose_EyeTracking_Walk.mov,1361,fixation,21669,723180.0,723413.3333,233.333333,723178.3333,12:03.2,174.33,278.45,40,43,,building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical pole pole pole,
1360,BDL004_Goose_EyeTracking_Walk.mov,1362,fixation,21676,723413.3333,723615.0,201.666667,723411.6667,12:03.5,191.2,288.68,42,44,,building car pavement plant_horizontal plant_vertical pole sky,building
1361,BDL004_Goose_EyeTracking_Walk.mov,1363,fixation,21689,723881.6667,724015.0,133.333333,723846.6667,12:03.9,130.21,295.6,36,36,,building building pavement pavement plant_horizontal plant_vertical plant_vertical pole pole sky sky,
1362,BDL004_Goose_EyeTracking_Walk.mov,1364,fixation,21695,724015.0,724315.0,300.0,724046.6667,12:04.1,147.61,318.89,35,38,,building pavement pavement plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical pole pole sky,pavement
1363,BDL004_Goose_EyeTracking_Walk.mov,1365,fixation,21701,724315.0,724415.0,100.0,724246.6667,12:04.3,148.17,375.4,60,60,,building pavement plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky sky,pavement
1364,BDL004_Goose_EyeTracking_Walk.mov,1366,fixation,21721,724648.3333,725383.3333,735.0,724915.0,12:05.0,184.93,182.45,41,48,,building building car pavement plant_vertical plant_vertical plant_vertical sky sky,plant_vertical
1365,BDL004_Goose_EyeTracking_Walk.mov,1367,fixation,21756,726116.6667,726251.6667,135.0,726083.3333,12:06.2,59.9,176.1,84,86,,building plant_horizontal plant_vertical,plant_vertical
1366,BDL004_Goose_EyeTracking_Walk.mov,1368,fixation,21761,726251.6667,726451.6667,200.0,726250.0,12:06.3,83.23,203.59,79,75,,building plant_horizontal plant_vertical pole,plant_vertical
1367,BDL004_Goose_EyeTracking_Walk.mov,1369,fixation,21767,726485.0,726651.6667,166.666667,726450.0,12:06.5,112.86,198.92,74,76,,building plant_horizontal plant_vertical,
1368,BDL004_Goose_EyeTracking_Walk.mov,1370,fixation,21771,726651.6667,726751.6667,100.0,726583.3333,12:06.7,118.76,368.82,65,68,,building building building pavement pavement plant_horizontal plant_vertical plant_vertical,pavement
1369,BDL004_Goose_EyeTracking_Walk.mov,1371,fixation,21784,727051.6667,727185.0,133.333333,727016.6667,12:07.1,159.32,222.55,71,63,,building plant_horizontal,
1370,BDL004_Goose_EyeTracking_Walk.mov,1372,fixation,21811,727686.6667,728353.3333,666.666667,727918.3333,12:08.0,107.47,226.36,88,79,,building building plant_horizontal,
1371,BDL004_Goose_EyeTracking_Walk.mov,1373,fixation,21825,728420.0,728586.6667,166.666667,728385.0,12:08.5,126.83,380.09,79,84,,plant_horizontal plant_vertical,plant_vertical
1372,BDL004_Goose_EyeTracking_Walk.mov,1374,fixation,21836,728788.3333,728955.0,166.666667,728753.3333,12:08.8,141.33,385.81,79,75,,building building plant_horizontal plant_vertical plant_vertical pole,plant_horizontal pole
1373,BDL004_Goose_EyeTracking_Walk.mov,1375,fixation,21841,728988.3333,729088.3333,100.0,728920.0,12:09.0,138.33,362.8,54,57,,person plant_horizontal plant_vertical,plant_horizontal
1374,BDL004_Goose_EyeTracking_Walk.mov,1376,fixation,21881,730323.3333,730423.3333,100.0,730255.0,12:10.3,130.89,385.56,59,66,,building plant_horizontal,plant_horizontal
1375,BDL004_Goose_EyeTracking_Walk.mov,1377,fixation,21922,731658.3333,731791.6667,133.333333,731623.3333,12:11.7,152.18,339.83,55,50,,building building building car pavement person person plant_vertical pole sky,
1376,BDL004_Goose_EyeTracking_Walk.mov,1378,fixation,21929,731925.0,732025.0,100.0,731856.6667,12:11.9,364.98,315.75,52,53,,building pavement person person plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky sky,building
1377,BDL004_Goose_EyeTracking_Walk.mov,1379,fixation,21936,732125.0,732291.6667,166.666667,732090.0,12:12.2,229.38,307.53,35,42,,building car pavement person person person plant_horizontal plant_vertical plant_vertical sky,building car
1378,BDL004_Goose_EyeTracking_Walk.mov,1380,fixation,21943,732358.3333,732526.6667,168.333333,732323.3333,12:12.4,175.94,257.16,49,49,,building bus car pavement person sky,building bus
1379,BDL004_Goose_EyeTracking_Walk.mov,1381,fixation,21948,732526.6667,732693.3333,166.666667,732491.6667,12:12.6,207.94,291.04,54,52,,building building bus pavement person person plant_vertical plant_vertical plant_vertical pole sky,sky
1380,BDL004_Goose_EyeTracking_Walk.mov,1382,fixation,21988,733895.0,733995.0,100.0,733826.6667,12:13.9,234.57,321.17,41,47,,building building bus car pavement pavement pavement person person plant_vertical plant_vertical sky sky,pavement
1381,BDL004_Goose_EyeTracking_Walk.mov,1383,fixation,21993,734061.6667,734161.6667,100.0,733993.3333,12:14.1,191.31,389.64,30,27,,building building bus pavement plant_horizontal pole sky,pavement
1382,BDL004_Goose_EyeTracking_Walk.mov,1384,fixation,22003,734361.6667,734495.0,133.333333,734326.6667,12:14.4,212.97,344.82,43,44,,building building building pavement pavement person person plant_horizontal plant_horizontal sky,pavement
1383,BDL004_Goose_EyeTracking_Walk.mov,1385,fixation,22012,734661.6667,734828.3333,166.666667,734626.6667,12:14.7,191.66,352.84,32,34,,building building building car car car car pavement pavement person person plant_vertical plant_vertical sky sky sky,pavement
1384,BDL004_Goose_EyeTracking_Walk.mov,1386,fixation,22038,735496.6667,735696.6667,200.0,735495.0,12:15.6,182.25,338.45,34,35,,building car pavement plant_horizontal plant_vertical plant_vertical sky,
1385,BDL004_Goose_EyeTracking_Walk.mov,1387,fixation,22052,735730.0,736398.3333,668.333333,735961.6667,12:16.0,226.96,341.36,36,38,,building pavement person plant_vertical sky,plant_vertical
1386,BDL004_Goose_EyeTracking_Walk.mov,1388,fixation,22067,736498.3333,736631.6667,133.333333,736463.3333,12:16.5,187.62,363.64,39,40,,building building pavement plant_vertical sky,
1387,BDL004_Goose_EyeTracking_Walk.mov,1389,fixation,22073,736698.3333,736831.6667,133.333333,736663.3333,12:16.7,193.58,309.34,38,39,,building building car pavement plant_vertical sky,plant_vertical
1388,BDL004_Goose_EyeTracking_Walk.mov,1390,fixation,22089,737231.6667,737398.3333,166.666667,737196.6667,12:17.3,259.27,309.92,40,38,,building car pavement plant_vertical sky sky,
1389,BDL004_Goose_EyeTracking_Walk.mov,1391,fixation,22130,737666.6667,739668.3333,2001.6666670000002,738565.0,12:18.6,166.09,273.78,39,37,,building pavement pavement plant_horizontal plant_vertical sky,plant_vertical
1390,BDL004_Goose_EyeTracking_Walk.mov,1392,fixation,22167,739801.6667,740001.6667,200.0,739800.0,12:19.9,109.27,373.17,33,31,,building car pavement plant_horizontal plant_vertical plant_vertical sky,pavement
1391,BDL004_Goose_EyeTracking_Walk.mov,1393,fixation,22183,740236.6667,740636.6667,400.0,740335.0,12:20.4,111.67,275.39,49,43,,building pavement plant_horizontal plant_vertical sky,pavement
1392,BDL004_Goose_EyeTracking_Walk.mov,1394,fixation,22195,740770.0,740936.6667,166.666667,740735.0,12:20.8,94.71,388.85,39,37,,building building pavement plant_horizontal plant_vertical plant_vertical sky sky sky sky,pavement
1393,BDL004_Goose_EyeTracking_Walk.mov,1395,fixation,22207,741203.3333,741303.3333,100.0,741135.0,12:21.2,28.46,295.9,46,41,,building car car pavement pavement person plant_horizontal plant_vertical plant_vertical pole sky sky sky,sky
1394,BDL004_Goose_EyeTracking_Walk.mov,1396,fixation,22212,741370.0,741471.6667,101.666667,741301.6667,12:21.4,78.87,315.82,54,49,,building building building car car pavement pavement person plant_vertical plant_vertical sky,
1395,BDL004_Goose_EyeTracking_Walk.mov,1397,fixation,22219,741571.6667,741705.0,133.333333,741536.6667,12:21.6,104.9,384.48,53,52,,building building building car construction pavement person plant_vertical plant_vertical plant_vertical pole sky,person
1396,BDL004_Goose_EyeTracking_Walk.mov,1398,fixation,22225,741771.6667,741905.0,133.333333,741736.6667,12:21.8,138.95,395.22,45,41,,building building construction pavement pavement pavement person plant_vertical plant_vertical plant_vertical pole sky,
1397,BDL004_Goose_EyeTracking_Walk.mov,1399,fixation,22228,741905.0,742005.0,100.0,741836.6667,12:21.9,231.65,364.36,44,45,,building construction pavement person plant_horizontal plant_vertical plant_vertical pole sky sky,
1398,BDL004_Goose_EyeTracking_Walk.mov,1400,fixation,22235,742105.0,742271.6667,166.666667,742070.0,12:22.1,179.29,319.18,40,40,,building building construction pavement person plant_horizontal plant_vertical plant_vertical sky,building
1399,BDL004_Goose_EyeTracking_Walk.mov,1401,fixation,22290,742505.0,745510.0,3005.0,743905.0,12:24.0,291.0,354.06,31,33,,building building car pavement plant_horizontal plant_vertical sky,pavement
1400,BDL004_Goose_EyeTracking_Walk.mov,1402,fixation,22338,745510.0,745743.3333,233.333333,745508.3333,12:25.6,305.98,343.02,31,32,,car pavement plant_vertical plant_vertical sky sky,
1401,BDL004_Goose_EyeTracking_Walk.mov,1403,fixation,22351,745743.3333,746376.6667,633.333333,745941.6667,12:26.0,285.62,349.9,32,31,,building building car pavement plant_vertical plant_vertical plant_vertical plant_vertical pole pole sky,pavement
1402,BDL004_Goose_EyeTracking_Walk.mov,1404,fixation,22365,746443.3333,746611.6667,168.333333,746408.3333,12:26.5,206.07,376.38,33,34,,building building car pavement plant_horizontal plant_vertical plant_vertical sky sky,pavement
1403,BDL004_Goose_EyeTracking_Walk.mov,1405,fixation,22379,746911.6667,747045.0,133.333333,746876.6667,12:26.9,106.23,344.9,38,33,,car pavement person person plant_horizontal plant_vertical sky sky,
1404,BDL004_Goose_EyeTracking_Walk.mov,1406,fixation,22382,747045.0,747145.0,100.0,746976.6667,12:27.0,117.07,377.2,39,39,,building car pavement plant_vertical plant_vertical sky sky,
1405,BDL004_Goose_EyeTracking_Walk.mov,1407,fixation,22415,747478.3333,748880.0,1401.666667,748078.3333,12:28.1,261.98,335.14,34,36,,building building building car pavement person plant_vertical plant_vertical pole sky sky sky,building
1406,BDL004_Goose_EyeTracking_Walk.mov,1408,fixation,22456,749315.0,749815.0,500.0,749446.6667,12:29.5,303.91,338.52,31,33,,building car pavement plant_vertical plant_vertical sky sky sky sky,
1407,BDL004_Goose_EyeTracking_Walk.mov,1409,fixation,22475,750148.3333,750248.3333,100.0,750080.0,12:30.1,412.03,263.17,53,53,,building building car pavement plant_horizontal plant_vertical plant_vertical sky,building plant_vertical
1408,BDL004_Goose_EyeTracking_Walk.mov,1410,fixation,22511,751183.3333,751616.6667,433.333333,751281.6667,12:31.4,253.4,329.12,32,34,,building plant_horizontal plant_vertical plant_vertical sky sky sky,plant_vertical
1409,BDL004_Goose_EyeTracking_Walk.mov,1411,fixation,22525,751616.6667,752118.3333,501.666667,751750.0,12:31.8,245.48,338.44,33,34,,building car car pavement pavement plant_vertical plant_vertical plant_vertical sky,
1410,BDL004_Goose_EyeTracking_Walk.mov,1412,fixation,22545,752451.6667,752585.0,133.333333,752416.6667,12:32.5,159.56,136.64,42,49,,building building car car pavement plant_vertical sky sky sky,plant_vertical
1411,BDL004_Goose_EyeTracking_Walk.mov,1413,fixation,22556,752818.3333,752953.3333,135.0,752783.3333,12:32.9,114.76,372.97,40,40,,building car car pavement plant_horizontal plant_vertical sky sky sky sky,pavement
1412,BDL004_Goose_EyeTracking_Walk.mov,1414,fixation,22567,753153.3333,753353.3333,200.0,753151.6667,12:33.2,179.79,281.39,41,40,,car pavement plant_vertical plant_vertical sky,plant_vertical
1413,BDL004_Goose_EyeTracking_Walk.mov,1415,fixation,22643,753353.3333,758260.0,4906.666667,755688.3333,12:35.8,253.34,353.14,37,38,,building car pavement plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky sky sky,pavement
1414,BDL004_Goose_EyeTracking_Walk.mov,1416,fixation,22723,758426.6667,758526.6667,100.0,758358.3333,12:38.4,136.05,379.66,46,42,,building car car car pavement plant_vertical plant_vertical pole sky sky sky sky sky,car
1415,BDL004_Goose_EyeTracking_Walk.mov,1417,fixation,22737,758693.3333,759193.3333,500.0,758825.0,12:38.9,242.71,373.63,53,53,,building building car car pavement plant_vertical plant_vertical plant_vertical sky sky sky sky,pavement
1416,BDL004_Goose_EyeTracking_Walk.mov,1418,fixation,22764,759528.3333,760161.6667,633.333333,759726.6667,12:39.8,121.28,262.6,49,51,,building building car pavement person plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky,person
1417,BDL004_Goose_EyeTracking_Walk.mov,1419,fixation,22834,760528.3333,763833.3333,3305.0,762063.3333,12:42.1,249.97,346.51,32,36,,building building car car car pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sculpture sky sky sky sky sky,pavement
1418,BDL004_Goose_EyeTracking_Walk.mov,1420,fixation,22889,763966.6667,764066.6667,100.0,763898.3333,12:44.0,143.61,384.27,28,26,,building building car car car car pavement plant_vertical plant_vertical plant_vertical sky,pavement
1419,BDL004_Goose_EyeTracking_Walk.mov,1421,fixation,22896,764200.0,764300.0,100.0,764131.6667,12:44.2,57.55,312.86,52,52,,building building car car pavement plant_horizontal plant_vertical plant_vertical plant_vertical sky sky sky,car
1420,BDL004_Goose_EyeTracking_Walk.mov,1422,fixation,22926,765201.6667,765301.6667,100.0,765133.3333,12:45.2,132.35,247.43,38,35,,building building car car pavement person plant_vertical plant_vertical pole pole sky sky,building pole
1421,BDL004_Goose_EyeTracking_Walk.mov,1423,fixation,22932,765401.6667,765501.6667,100.0,765333.3333,12:45.4,141.66,394.68,40,31,,building building building building car pavement pavement plant_vertical plant_vertical plant_vertical plant_vertical pole pole sky sky sky sky,
1422,BDL004_Goose_EyeTracking_Walk.mov,1424,fixation,22935,765501.6667,765601.6667,100.0,765433.3333,12:45.5,148.5,409.83,38,25,,building building building car pavement pavement pavement person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical pole sky sky sky sky,person
1423,BDL004_Goose_EyeTracking_Walk.mov,1425,fixation,22961,765870.0,766938.3333,1068.333333,766301.6667,12:46.4,282.24,347.53,32,35,,building building car person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky sky sky,building
1424,BDL004_Goose_EyeTracking_Walk.mov,1426,fixation,22991,767338.3333,767471.6667,133.333333,767303.3333,12:47.4,241.18,382.84,46,38,,building building car car car pavement plant_horizontal plant_vertical plant_vertical plant_vertical pole sky sky sky sky,pavement
1425,BDL004_Goose_EyeTracking_Walk.mov,1427,fixation,23016,767571.6667,768940.0,1368.333333,768138.3333,12:48.2,213.62,321.38,42,39,,building building car pavement pavement person plant_vertical plant_vertical plant_vertical plant_vertical pole sky sky,
1426,BDL004_Goose_EyeTracking_Walk.mov,1428,fixation,23043,769073.3333,769206.6667,133.333333,769038.3333,12:49.1,128.32,334.14,44,52,,building car pavement plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky sky,plant_vertical plant_vertical
1427,BDL004_Goose_EyeTracking_Walk.mov,1429,fixation,23065,769741.6667,770041.6667,300.0,769773.3333,12:49.8,118.01,307.35,39,36,,building building person plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky sky,
1428,BDL004_Goose_EyeTracking_Walk.mov,1430,fixation,23074,770075.0,770308.3333,233.333333,770073.3333,12:50.1,150.57,315.72,53,36,,building building car car pavement person person plant_vertical plant_vertical plant_vertical plant_vertical pole sky sky,plant_vertical
1429,BDL004_Goose_EyeTracking_Walk.mov,1431,fixation,23083,770408.3333,770541.6667,133.333333,770373.3333,12:50.4,159.92,389.45,58,52,,building building car car pavement person plant_vertical plant_vertical plant_vertical plant_vertical sky sky sky sky,
1430,BDL004_Goose_EyeTracking_Walk.mov,1432,fixation,23093,770776.6667,770876.6667,100.0,770708.3333,12:50.8,149.11,410.27,28,71,,building building building building car car construction pavement person plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical pole pole sky sky sky,car construction
1431,BDL004_Goose_EyeTracking_Walk.mov,1433,fixation,23125,771810.0,771943.3333,133.333333,771775.0,12:51.8,364.81,324.94,55,57,,building car pavement pavement pavement pavement pavement person person plant_vertical plant_vertical plant_vertical plant_vertical,person
1432,BDL004_Goose_EyeTracking_Walk.mov,1434,fixation,23132,771976.6667,772278.3333,301.666667,772010.0,12:52.1,319.56,296.88,36,39,,building building building building pavement pavement person plant_horizontal plant_vertical sky,plant_horizontal
1433,BDL004_Goose_EyeTracking_Walk.mov,1435,fixation,23142,772378.3333,772511.6667,133.333333,772343.3333,12:52.4,223.44,372.55,31,35,,car pavement pavement person plant_vertical plant_vertical plant_vertical pole,pavement pavement
1434,BDL004_Goose_EyeTracking_Walk.mov,1436,fixation,23158,772511.6667,773480.0,968.333333,772876.6667,12:52.9,255.05,343.21,36,35,,building building car car pavement pavement person person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical pole sign sky sky,pavement
1435,BDL004_Goose_EyeTracking_Walk.mov,1437,fixation,23203,774380.0,774615.0,235.0,774378.3333,12:54.4,254.7,315.28,34,34,,building building car pavement person person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical pole sky sky,plant_vertical
1436,BDL004_Goose_EyeTracking_Walk.mov,1438,fixation,23210,774615.0,774848.3333,233.333333,774613.3333,12:54.7,221.42,314.27,30,30,,building building car car car pavement person person plant_horizontal plant_vertical plant_vertical plant_vertical pole sky,plant_vertical
1437,BDL004_Goose_EyeTracking_Walk.mov,1439,fixation,23218,774881.6667,775081.6667,200.0,774880.0,12:54.9,258.56,350.36,28,30,,building car car car pavement pavement person person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical pole sky sky sky,plant_vertical
1438,BDL004_Goose_EyeTracking_Walk.mov,1440,fixation,23225,775115.0,775348.3333,233.333333,775113.3333,12:55.2,196.17,291.97,27,29,,building car car pavement person plant_vertical plant_vertical plant_vertical plant_vertical sky sky sky,person
1439,BDL004_Goose_EyeTracking_Walk.mov,1441,fixation,23233,775381.6667,775615.0,233.333333,775380.0,12:55.4,241.22,322.69,26,29,,building building car car pavement person plant_vertical plant_vertical plant_vertical sky,pavement
1440,BDL004_Goose_EyeTracking_Walk.mov,1442,fixation,23239,775615.0,775781.6667,166.666667,775580.0,12:55.6,228.78,319.04,27,30,,building building car car car pavement person person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,plant_vertical
1441,BDL004_Goose_EyeTracking_Walk.mov,1443,fixation,23245,775815.0,775950.0,135.0,775781.6667,12:55.8,214.2,287.62,24,30,,building building car car car pavement plant_horizontal plant_vertical plant_vertical plant_vertical sky,plant_vertical
1442,BDL004_Goose_EyeTracking_Walk.mov,1444,fixation,23257,776216.6667,776383.3333,166.666667,776181.6667,12:56.3,327.15,390.29,25,26,,building building car car pavement person plant_horizontal plant_vertical plant_vertical plant_vertical pole sky,plant_horizontal
1443,BDL004_Goose_EyeTracking_Walk.mov,1445,fixation,23264,776483.3333,776583.3333,100.0,776415.0,12:56.5,258.37,321.24,26,31,,building building car car pavement person plant_vertical plant_vertical pole pole sky sky,building
1444,BDL004_Goose_EyeTracking_Walk.mov,1446,fixation,23309,777618.3333,778453.3333,835.0,777916.6667,12:58.0,210.76,324.27,31,32,,building building pavement plant_vertical plant_vertical plant_vertical sky,building
1445,BDL004_Goose_EyeTracking_Walk.mov,1447,fixation,23358,778886.6667,780455.0,1568.333333,779551.6667,12:59.6,309.5,352.92,41,41,,building building car car pavement plant_horizontal plant_vertical plant_vertical plant_vertical pole sign sky,pavement
1446,BDL004_Goose_EyeTracking_Walk.mov,1448,fixation,23385,780455.0,780688.3333,233.333333,780453.3333,13:00.5,288.89,388.16,68,63,,building pavement pavement plant_horizontal plant_vertical sky,plant_horizontal pavement
1447,BDL004_Goose_EyeTracking_Walk.mov,1449,fixation,23451,781223.3333,784326.6667,3103.333333,782656.6667,13:02.7,223.52,323.03,37,37,,building car pavement plant_vertical plant_vertical pole sign sky,
1448,BDL004_Goose_EyeTracking_Walk.mov,1450,fixation,23510,784693.3333,784795.0,101.666667,784625.0,13:04.7,83.7,312.84,34,28,,building car pavement plant_vertical plant_vertical pole sky,plant_vertical
1449,BDL004_Goose_EyeTracking_Walk.mov,1451,fixation,23516,784828.3333,785061.6667,233.333333,784826.6667,13:04.9,97.86,360.27,31,24,,building pavement plant_vertical pole sky sky,pavement
1450,BDL004_Goose_EyeTracking_Walk.mov,1452,fixation,23549,785961.6667,786130.0,168.333333,785926.6667,13:06.0,345.54,314.62,42,37,,building building pavement person plant_horizontal plant_vertical plant_vertical pole sky sky,
1451,BDL004_Goose_EyeTracking_Walk.mov,1453,fixation,23567,786563.3333,786730.0,166.666667,786528.3333,13:06.6,267.05,378.05,57,46,,building building car pavement person person plant_vertical plant_vertical pole pole sky,plant_vertical
1452,BDL004_Goose_EyeTracking_Walk.mov,1454,fixation,23575,786863.3333,786963.3333,100.0,786795.0,13:06.9,222.59,366.33,32,38,,building car pavement plant_vertical plant_vertical pole sky,pavement
1453,BDL004_Goose_EyeTracking_Walk.mov,1455,fixation,23603,787765.0,787931.6667,166.666667,787730.0,13:07.8,217.02,363.7,42,43,,building building building person plant_vertical sky,building
1454,BDL004_Goose_EyeTracking_Walk.mov,1456,fixation,23632,788733.3333,788866.6667,133.333333,788698.3333,13:08.8,272.55,303.62,43,45,,building building building building car car pavement pavement person person plant_vertical plant_vertical plant_vertical pole sky sky,
1455,BDL004_Goose_EyeTracking_Walk.mov,1457,fixation,23637,788933.3333,789033.3333,100.0,788865.0,13:08.9,248.39,323.86,37,38,,building building building car car pavement pavement person plant_vertical plant_vertical sky sky,plant_vertical
1456,BDL004_Goose_EyeTracking_Walk.mov,1458,fixation,23646,789033.3333,789500.0,466.666667,789165.0,13:09.2,271.36,313.71,37,37,,building building pavement person plant_vertical plant_vertical plant_vertical sky,building
1457,BDL004_Goose_EyeTracking_Walk.mov,1459,fixation,23658,789533.3333,789800.0,266.666667,789565.0,13:09.6,220.06,297.84,40,42,,building building car pavement pavement person plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical pole sky,
1458,BDL004_Goose_EyeTracking_Walk.mov,1460,fixation,23666,789901.6667,790001.6667,100.0,789833.3333,13:09.9,198.34,327.69,43,42,,building car pavement pavement person plant_horizontal plant_vertical plant_vertical pole sky sky,
1459,BDL004_Goose_EyeTracking_Walk.mov,1461,fixation,23683,790101.6667,790935.0,833.333333,790400.0,13:10.5,242.79,340.71,32,34,,building pavement plant_vertical plant_vertical sky sky,pavement
1460,BDL004_Goose_EyeTracking_Walk.mov,1462,fixation,23709,791203.3333,791570.0,366.666667,791268.3333,13:11.3,168.26,317.84,34,31,,building car pavement plant_vertical pole sky sky,
1461,BDL004_Goose_EyeTracking_Walk.mov,1463,fixation,23729,792003.3333,792103.3333,100.0,791935.0,13:12.0,322.93,343.13,36,37,,building pavement plant_vertical plant_vertical plant_vertical pole sky sky,
1462,BDL004_Goose_EyeTracking_Walk.mov,1464,fixation,23735,792103.3333,792370.0,266.666667,792135.0,13:12.2,276.59,346.26,39,39,,building car pavement person plant_vertical plant_vertical plant_vertical pole sky sky,car
