,/Users/pslive1/Documents/Walk_Projext/BDL037_Suna_Walk_Take2/BDL037_Suna_EyeTracking_Walk2_Render/BDL037_Suna_EyeTracking_Walk2_Render.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,SubjectGender,SubjectAge,Notes,all_classes,fixation_classes
690,BDL037_Suna_EyeTracking_Walk2_Render.mov,690,fixation,11799,393758.333333,393893.333333,135.0,393423.333333,00:06:33.79200,215.49,47.91,-1000.0,-1000.0,,,,pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical pole pole sky sky sky sky,sky
691,BDL037_Suna_EyeTracking_Walk2_Render.mov,691,fixation,11805,393960.0,394126.666667,166.666667,393625.0,00:06:33.99300,177.33,44.27,-1000.0,-1000.0,,,,pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole sculpture sky sky,sky
692,BDL037_Suna_EyeTracking_Walk2_Render.mov,692,fixation,11819,394426.666667,394560.0,133.333333,394091.666667,00:06:34.46000,276.86,67.28,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole sky sky sky,
693,BDL037_Suna_EyeTracking_Walk2_Render.mov,693,fixation,11825,394660.0,394760.0,100.0,394291.666667,00:06:34.66000,149.44,47.93,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical pole sky sky,plant_vertical plant_vertical
694,BDL037_Suna_EyeTracking_Walk2_Render.mov,694,fixation,11834,394893.333333,395126.666667,233.333333,394591.666667,00:06:34.96000,205.2,43.48,-1000.0,-1000.0,,,,pavement plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical pole sky,
695,BDL037_Suna_EyeTracking_Walk2_Render.mov,695,fixation,11853,395561.666667,395728.333333,166.666667,395226.666667,00:06:35.59500,241.52,219.1,-1000.0,-1000.0,,,,pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical pole sky sky sky sky,plant_horizontal
696,BDL037_Suna_EyeTracking_Walk2_Render.mov,696,fixation,11864,395961.666667,396061.666667,100.0,395593.333333,00:06:35.96200,91.85,278.45,-1000.0,-1000.0,,,,pavement plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,plant_horizontal
697,BDL037_Suna_EyeTracking_Walk2_Render.mov,697,fixation,11875,396261.666667,396461.666667,200.0,395960.0,00:06:36.32800,106.51,251.19,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical sky,building
698,BDL037_Suna_EyeTracking_Walk2_Render.mov,698,fixation,11911,397530.0,397630.0,100.0,397161.666667,00:06:37.53000,215.11,176.01,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical pole sky sky sky,
699,BDL037_Suna_EyeTracking_Walk2_Render.mov,699,fixation,11935,398231.666667,398531.666667,300.0,397963.333333,00:06:38.33200,237.71,196.47,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical pole pole,
700,BDL037_Suna_EyeTracking_Walk2_Render.mov,700,fixation,11944,398565.0,398765.0,200.0,398263.333333,00:06:38.63200,217.47,181.69,-1000.0,-1000.0,,,,pavement pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical pole sky,
701,BDL037_Suna_EyeTracking_Walk2_Render.mov,701,fixation,11951,398798.333333,398998.333333,200.0,398496.666667,00:06:38.86500,230.33,233.87,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky,plant_horizontal plant_horizontal
702,BDL037_Suna_EyeTracking_Walk2_Render.mov,702,fixation,11958,399065.0,399200.0,135.0,398730.0,00:06:39.09800,184.63,190.23,-1000.0,-1000.0,,,,pavement pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky sky sky,plant_vertical
703,BDL037_Suna_EyeTracking_Walk2_Render.mov,703,fixation,11966,399366.666667,399466.666667,100.0,398998.333333,00:06:39.36700,328.2,175.84,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky sky,
704,BDL037_Suna_EyeTracking_Walk2_Render.mov,704,fixation,11976,399700.0,399800.0,100.0,399331.666667,00:06:39.70000,232.37,150.62,-1000.0,-1000.0,,,,building pavement pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,person
705,BDL037_Suna_EyeTracking_Walk2_Render.mov,705,fixation,11988,399900.0,400400.0,500.0,399731.666667,00:06:40.10000,212.12,190.19,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sculpture sky,plant_vertical
706,BDL037_Suna_EyeTracking_Walk2_Render.mov,706,fixation,12003,400400.0,400868.333333,468.333333,400233.333333,00:06:40.60200,189.6,127.62,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_vertical plant_vertical pole sky,plant_vertical
707,BDL037_Suna_EyeTracking_Walk2_Render.mov,707,fixation,12020,401135.0,401268.333333,133.333333,400800.0,00:06:41.16800,140.62,102.11,-1000.0,-1000.0,,,,building pavement pavement plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical pole sky sky,plant_vertical
708,BDL037_Suna_EyeTracking_Walk2_Render.mov,708,fixation,12045,401970.0,402103.333333,133.333333,401635.0,00:06:42.00300,286.14,123.89,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical,
709,BDL037_Suna_EyeTracking_Walk2_Render.mov,709,fixation,12060,402470.0,402636.666667,166.666667,402135.0,00:06:42.50300,113.94,84.68,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical pole sculpture sculpture sky sky,
710,BDL037_Suna_EyeTracking_Walk2_Render.mov,710,fixation,12076,402970.0,403170.0,200.0,402668.333333,00:06:43.03700,91.52,99.47,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical pole sculpture sky sky sky,plant_vertical
711,BDL037_Suna_EyeTracking_Walk2_Render.mov,711,fixation,12082,403238.333333,403338.333333,100.0,402870.0,00:06:43.23800,130.1,107.81,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole sculpture sculpture sky sky sky sky sky,
712,BDL037_Suna_EyeTracking_Walk2_Render.mov,712,fixation,12091,403438.333333,403738.333333,300.0,403170.0,00:06:43.53800,156.1,183.21,-1000.0,-1000.0,,,,pavement plant_horizontal plant_vertical plant_vertical plant_vertical pole sculpture sky sky sky,plant_vertical
713,BDL037_Suna_EyeTracking_Walk2_Render.mov,713,fixation,12111,404005.0,404471.666667,466.666667,403836.666667,00:06:44.20500,58.33,186.52,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical pole pole sculpture sky sky sky sky,
714,BDL037_Suna_EyeTracking_Walk2_Render.mov,714,fixation,12121,404471.666667,404706.666667,235.0,404171.666667,00:06:44.54000,52.03,199.83,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical pole sculpture sky sky sky sky,person
715,BDL037_Suna_EyeTracking_Walk2_Render.mov,715,fixation,12136,405006.666667,405173.333333,166.666667,404671.666667,00:06:45.04000,2.29,106.77,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical pole pole sky sky,
716,BDL037_Suna_EyeTracking_Walk2_Render.mov,716,fixation,12149,405440.0,405573.333333,133.333333,405105.0,00:06:45.47300,6.35,4.87,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical pole sky sky,
717,BDL037_Suna_EyeTracking_Walk2_Render.mov,717,fixation,12167,406041.666667,406175.0,133.333333,405706.666667,00:06:46.07500,78.85,125.28,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical pole sculpture sky,person
718,BDL037_Suna_EyeTracking_Walk2_Render.mov,718,fixation,12171,406208.333333,406308.333333,100.0,405840.0,00:06:46.20800,117.99,176.47,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole sky sky sky,person
719,BDL037_Suna_EyeTracking_Walk2_Render.mov,719,fixation,12196,406975.0,407210.0,235.0,406673.333333,00:06:47.04200,91.15,186.59,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sculpture sky sky,person
720,BDL037_Suna_EyeTracking_Walk2_Render.mov,720,fixation,12201,407210.0,407310.0,100.0,406841.666667,00:06:47.21000,101.57,166.84,-1000.0,-1000.0,,,,building car pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sculpture sky sky,person
721,BDL037_Suna_EyeTracking_Walk2_Render.mov,721,fixation,12214,407643.333333,407743.333333,100.0,407275.0,00:06:47.64300,150.0,58.49,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical pole sculpture sky sky,plant_vertical plant_vertical
722,BDL037_Suna_EyeTracking_Walk2_Render.mov,722,fixation,12224,407976.666667,408076.666667,100.0,407608.333333,00:06:47.97700,201.45,47.5,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole sculpture sky sky,
723,BDL037_Suna_EyeTracking_Walk2_Render.mov,723,fixation,12231,408076.666667,408443.333333,366.666667,407841.666667,00:06:48.21000,233.35,67.12,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical pole sculpture sculpture sky sky sky,plant_vertical
724,BDL037_Suna_EyeTracking_Walk2_Render.mov,724,fixation,12261,409145.0,409378.333333,233.333333,408843.333333,00:06:49.21200,122.93,131.27,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical pole sculpture,
725,BDL037_Suna_EyeTracking_Walk2_Render.mov,725,fixation,12275,409378.333333,410080.0,701.666667,409310.0,00:06:49.67800,192.39,150.34,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole sky sky sky,plant_vertical plant_vertical
726,BDL037_Suna_EyeTracking_Walk2_Render.mov,726,fixation,12298,410446.666667,410546.666667,100.0,410078.333333,00:06:50.44700,96.62,177.64,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical pole pole sky sky sky sky,
727,BDL037_Suna_EyeTracking_Walk2_Render.mov,727,fixation,12308,410646.666667,410980.0,333.333333,410411.666667,00:06:50.78000,129.84,172.61,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical pole pole sky sky,plant_vertical
728,BDL037_Suna_EyeTracking_Walk2_Render.mov,728,fixation,12327,411381.666667,411548.333333,166.666667,411046.666667,00:06:51.41500,114.12,153.09,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical plant_vertical plant_vertical pole pole sky,person
729,BDL037_Suna_EyeTracking_Walk2_Render.mov,729,fixation,12342,411915.0,412015.0,100.0,411546.666667,00:06:51.91500,138.69,221.9,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical pole sky sky,person
730,BDL037_Suna_EyeTracking_Walk2_Render.mov,730,fixation,12353,412248.333333,412415.0,166.666667,411913.333333,00:06:52.28200,170.64,108.98,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical pole sculpture sky sky,
731,BDL037_Suna_EyeTracking_Walk2_Render.mov,731,fixation,12357,412415.0,412515.0,100.0,412046.666667,00:06:52.41500,150.12,160.35,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole pole sculpture sky sky sky,
732,BDL037_Suna_EyeTracking_Walk2_Render.mov,732,fixation,12384,413116.666667,413583.333333,466.666667,412948.333333,00:06:53.31700,129.34,89.81,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_horizontal pole sculpture sky sky,
733,BDL037_Suna_EyeTracking_Walk2_Render.mov,733,fixation,12402,413816.666667,414085.0,268.333333,413550.0,00:06:53.91800,181.59,122.93,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal pole sky sky sky,pole
734,BDL037_Suna_EyeTracking_Walk2_Render.mov,734,fixation,12419,414151.666667,414918.333333,766.666667,414116.666667,00:06:54.48500,127.0,72.03,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical pole sky,sky
735,BDL037_Suna_EyeTracking_Walk2_Render.mov,735,fixation,12438,414918.333333,415386.666667,468.333333,414750.0,00:06:55.11800,87.64,100.19,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical sky,
736,BDL037_Suna_EyeTracking_Walk2_Render.mov,736,fixation,12449,415386.666667,415653.333333,266.666667,415118.333333,00:06:55.48700,71.48,129.29,-1000.0,-1000.0,,,,person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky sky sky,person
737,BDL037_Suna_EyeTracking_Walk2_Render.mov,737,fixation,12463,415686.666667,416286.666667,600.0,415585.0,00:06:55.95300,68.13,173.42,-1000.0,-1000.0,,,,person plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky sky,
738,BDL037_Suna_EyeTracking_Walk2_Render.mov,738,fixation,12481,416320.0,416855.0,535.0,416186.666667,00:06:56.55500,70.28,99.85,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical plant_vertical sky sky,sky
739,BDL037_Suna_EyeTracking_Walk2_Render.mov,739,fixation,12490,416855.0,416955.0,100.0,416486.666667,00:06:56.85500,111.82,174.36,-1000.0,-1000.0,,,,pavement plant_horizontal plant_vertical plant_vertical plant_vertical sky,plant_horizontal
740,BDL037_Suna_EyeTracking_Walk2_Render.mov,740,fixation,12501,417221.666667,417321.666667,100.0,416853.333333,00:06:57.22200,103.87,162.16,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal sky sky,
741,BDL037_Suna_EyeTracking_Walk2_Render.mov,741,fixation,12521,417821.666667,418023.333333,201.666667,417521.666667,00:06:57.89000,8.75,46.51,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical plant_vertical sky sky,
742,BDL037_Suna_EyeTracking_Walk2_Render.mov,742,fixation,12536,418356.666667,418490.0,133.333333,418021.666667,00:06:58.39000,102.21,161.96,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical sky sky sky sky,person
743,BDL037_Suna_EyeTracking_Walk2_Render.mov,743,fixation,12544,418623.333333,418756.666667,133.333333,418288.333333,00:06:58.65700,106.72,161.81,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical plant_vertical sky sky,person
744,BDL037_Suna_EyeTracking_Walk2_Render.mov,744,fixation,12548,418756.666667,418890.0,133.333333,418421.666667,00:06:58.79000,42.98,1.88,-1000.0,-1000.0,,,,person plant_horizontal plant_vertical plant_vertical sky sky,
745,BDL037_Suna_EyeTracking_Walk2_Render.mov,745,fixation,12557,419090.0,419190.0,100.0,418721.666667,00:06:59.09000,160.58,112.79,-1000.0,-1000.0,,,,person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,person
746,BDL037_Suna_EyeTracking_Walk2_Render.mov,746,fixation,12564,419325.0,419425.0,100.0,418956.666667,00:06:59.32500,70.15,121.15,-1000.0,-1000.0,,,,person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky sky,plant_vertical plant_vertical
747,BDL037_Suna_EyeTracking_Walk2_Render.mov,747,fixation,12598,419425.0,421560.0,2135.0,420090.0,00:07:00.45800,95.81,74.79,-1000.0,-1000.0,,,,person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,plant_vertical
748,BDL037_Suna_EyeTracking_Walk2_Render.mov,748,fixation,12676,423061.666667,423161.666667,100.0,422693.333333,00:07:03.06200,211.16,276.99,-1000.0,-1000.0,,,,building person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,
749,BDL037_Suna_EyeTracking_Walk2_Render.mov,749,fixation,12707,424096.666667,424196.666667,100.0,423728.333333,00:07:04.09700,229.6,340.36,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical plant_vertical sky sky,plant_horizontal
750,BDL037_Suna_EyeTracking_Walk2_Render.mov,750,fixation,12718,424430.0,424565.0,135.0,424095.0,00:07:04.46300,255.22,337.13,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,plant_horizontal
751,BDL037_Suna_EyeTracking_Walk2_Render.mov,751,fixation,12722,424598.333333,424698.333333,100.0,424230.0,00:07:04.59800,248.04,356.92,-1000.0,-1000.0,,,,person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,plant_horizontal
752,BDL037_Suna_EyeTracking_Walk2_Render.mov,752,fixation,12731,424865.0,425031.666667,166.666667,424530.0,00:07:04.89800,169.18,197.77,-1000.0,-1000.0,,,,building person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,plant_vertical
753,BDL037_Suna_EyeTracking_Walk2_Render.mov,753,fixation,12739,425098.333333,425298.333333,200.0,424796.666667,00:07:05.16500,184.78,303.63,-1000.0,-1000.0,,,,person plant_horizontal plant_vertical plant_vertical sky sky sky,plant_horizontal
754,BDL037_Suna_EyeTracking_Walk2_Render.mov,754,fixation,12761,425865.0,426033.333333,168.333333,425531.666667,00:07:05.90000,335.25,77.67,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical sculpture sky,plant_vertical
755,BDL037_Suna_EyeTracking_Walk2_Render.mov,755,fixation,12775,426266.666667,426533.333333,266.666667,425998.333333,00:07:06.36700,202.26,93.3,-1000.0,-1000.0,,,,building building person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical sculpture sky,
756,BDL037_Suna_EyeTracking_Walk2_Render.mov,756,fixation,12876,429703.333333,429836.666667,133.333333,429368.333333,00:07:09.73700,72.32,24.4,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky sky,person
757,BDL037_Suna_EyeTracking_Walk2_Render.mov,757,fixation,12884,430005.0,430105.0,100.0,429636.666667,00:07:10.00500,107.68,178.77,-1000.0,-1000.0,,,,bicycle pavement person plant_horizontal plant_vertical plant_vertical sky sky,person
758,BDL037_Suna_EyeTracking_Walk2_Render.mov,758,fixation,12909,430771.666667,430971.666667,200.0,430470.0,00:07:10.83800,158.18,179.79,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical plant_vertical sky sky,
759,BDL037_Suna_EyeTracking_Walk2_Render.mov,759,fixation,12916,431005.0,431205.0,200.0,430703.333333,00:07:11.07200,143.14,217.06,-1000.0,-1000.0,,,,building person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky sky sky sky,
760,BDL037_Suna_EyeTracking_Walk2_Render.mov,760,fixation,12925,431240.0,431606.666667,366.666667,431005.0,00:07:11.37300,172.41,196.62,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical sky sky sky,
761,BDL037_Suna_EyeTracking_Walk2_Render.mov,761,fixation,12945,432006.666667,432173.333333,166.666667,431671.666667,00:07:12.04000,82.98,242.76,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical plant_vertical sky sky,
762,BDL037_Suna_EyeTracking_Walk2_Render.mov,762,fixation,12951,432240.0,432340.0,100.0,431871.666667,00:07:12.24000,87.52,282.42,-1000.0,-1000.0,,,,person plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky,
763,BDL037_Suna_EyeTracking_Walk2_Render.mov,763,fixation,12955,432340.0,432506.666667,166.666667,432005.0,00:07:12.37300,108.86,263.73,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical sky,plant_horizontal
764,BDL037_Suna_EyeTracking_Walk2_Render.mov,764,fixation,12965,432708.333333,432808.333333,100.0,432340.0,00:07:12.70800,60.41,121.15,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_vertical pole,person
765,BDL037_Suna_EyeTracking_Walk2_Render.mov,765,fixation,12969,432808.333333,432975.0,166.666667,432473.333333,00:07:12.84200,31.51,151.75,-1000.0,-1000.0,,,,bicycle building pavement person person plant_horizontal plant_vertical plant_vertical sky,person person
766,BDL037_Suna_EyeTracking_Walk2_Render.mov,766,fixation,13002,433910.0,434076.666667,166.666667,433575.0,00:07:13.94300,147.96,28.92,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal plant_vertical pole sky,
767,BDL037_Suna_EyeTracking_Walk2_Render.mov,767,fixation,13007,434110.0,434210.0,100.0,433741.666667,00:07:14.11000,103.38,58.06,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical sky sky,person
768,BDL037_Suna_EyeTracking_Walk2_Render.mov,768,fixation,13018,434443.333333,434610.0,166.666667,434108.333333,00:07:14.47700,119.44,186.51,-1000.0,-1000.0,,,,pavement person person plant_horizontal plant_vertical sky sky,person
769,BDL037_Suna_EyeTracking_Walk2_Render.mov,769,fixation,13050,435445.0,435711.666667,266.666667,435176.666667,00:07:15.54500,116.74,178.0,-1000.0,-1000.0,,,,building person plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky sky,
770,BDL037_Suna_EyeTracking_Walk2_Render.mov,770,fixation,13058,435745.0,435945.0,200.0,435443.333333,00:07:15.81200,163.26,151.12,-1000.0,-1000.0,,,,building person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky sky,plant_vertical
771,BDL037_Suna_EyeTracking_Walk2_Render.mov,771,fixation,13069,436078.333333,436378.333333,300.0,435810.0,00:07:16.17800,140.51,138.84,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky sky,
772,BDL037_Suna_EyeTracking_Walk2_Render.mov,772,fixation,13084,436646.666667,436813.333333,166.666667,436311.666667,00:07:16.68000,71.57,178.38,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,
773,BDL037_Suna_EyeTracking_Walk2_Render.mov,773,fixation,13089,436846.666667,436946.666667,100.0,436478.333333,00:07:16.84700,120.72,198.46,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical plant_vertical plant_vertical pole sky,plant_vertical
774,BDL037_Suna_EyeTracking_Walk2_Render.mov,774,fixation,13115,437580.0,437948.333333,368.333333,437345.0,00:07:17.71300,88.33,185.61,-1000.0,-1000.0,,,,pavement pavement person plant_horizontal plant_horizontal plant_vertical sky sky sky,person
775,BDL037_Suna_EyeTracking_Walk2_Render.mov,775,fixation,13139,438481.666667,438615.0,133.333333,438146.666667,00:07:18.51500,189.35,128.26,-1000.0,-1000.0,,,,building building person plant_horizontal plant_vertical sky sky,
776,BDL037_Suna_EyeTracking_Walk2_Render.mov,776,fixation,13155,438948.333333,439250.0,301.666667,438680.0,00:07:19.04800,230.08,96.15,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole sky sky,building
777,BDL037_Suna_EyeTracking_Walk2_Render.mov,777,fixation,13166,439383.333333,439516.666667,133.333333,439048.333333,00:07:19.41700,100.11,39.99,-1000.0,-1000.0,,,,building building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical pole sky sky,sky
778,BDL037_Suna_EyeTracking_Walk2_Render.mov,778,fixation,13173,439616.666667,439750.0,133.333333,439281.666667,00:07:19.65000,183.33,99.07,-1000.0,-1000.0,,,,building building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole sky sky,
779,BDL037_Suna_EyeTracking_Walk2_Render.mov,779,fixation,13178,439816.666667,439916.666667,100.0,439448.333333,00:07:19.81700,135.28,123.89,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical pole sky sky sky,plant_vertical
780,BDL037_Suna_EyeTracking_Walk2_Render.mov,780,fixation,13185,439983.333333,440183.333333,200.0,439681.666667,00:07:20.05000,185.88,142.96,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical pole sky sky sky,plant_vertical
781,BDL037_Suna_EyeTracking_Walk2_Render.mov,781,fixation,13189,440183.333333,440283.333333,100.0,439815.0,00:07:20.18300,185.02,146.57,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole sky sky,plant_vertical
782,BDL037_Suna_EyeTracking_Walk2_Render.mov,782,fixation,13196,440416.666667,440516.666667,100.0,440048.333333,00:07:20.41700,172.72,201.69,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky sky sky,plant_horizontal
783,BDL037_Suna_EyeTracking_Walk2_Render.mov,783,fixation,13199,440516.666667,440618.333333,101.666667,440148.333333,00:07:20.51700,251.12,87.67,-1000.0,-1000.0,,,,building building pavement pavement plant_horizontal plant_vertical plant_vertical plant_vertical pole sky sky sky,
784,BDL037_Suna_EyeTracking_Walk2_Render.mov,784,fixation,13212,440751.666667,441218.333333,466.666667,440583.333333,00:07:20.95200,90.54,81.28,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical sky,
785,BDL037_Suna_EyeTracking_Walk2_Render.mov,785,fixation,13240,441818.333333,442020.0,201.666667,441516.666667,00:07:21.88500,10.21,74.65,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky,person
786,BDL037_Suna_EyeTracking_Walk2_Render.mov,786,fixation,13257,442386.666667,442586.666667,200.0,442085.0,00:07:22.45300,11.3,130.82,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical plant_vertical sky,
787,BDL037_Suna_EyeTracking_Walk2_Render.mov,787,fixation,13263,442653.333333,442753.333333,100.0,442285.0,00:07:22.65300,99.42,179.17,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky,person
788,BDL037_Suna_EyeTracking_Walk2_Render.mov,788,fixation,13285,443288.333333,443555.0,266.666667,443020.0,00:07:23.38800,223.97,189.47,-1000.0,-1000.0,,,,building person plant_horizontal plant_vertical plant_vertical pole sky,
789,BDL037_Suna_EyeTracking_Walk2_Render.mov,789,fixation,13294,443555.0,443921.666667,366.666667,443320.0,00:07:23.68800,207.48,172.42,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole pole sky sky,
790,BDL037_Suna_EyeTracking_Walk2_Render.mov,790,fixation,13302,443955.0,444055.0,100.0,443586.666667,00:07:23.95500,213.57,175.04,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole pole sky,plant_vertical
791,BDL037_Suna_EyeTracking_Walk2_Render.mov,791,fixation,13309,444155.0,444321.666667,166.666667,443820.0,00:07:24.18800,234.91,169.68,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical pole sky sky sky,
